E	T
144	78.03611111111111
145	78.18758620689655
146	78.33698630136986
147	78.4843537414966
148	78.62972972972973
149	78.77315436241611
150	78.91466666666666
151	79.0543046357616
152	79.1921052631579
153	79.3281045751634
154	79.46233766233766
155	79.59483870967742
156	79.72564102564102
157	79.85477707006369
158	79.98227848101266
159	80.10817610062892
160	80.2325
161	80.35527950310559
162	80.47654320987654
163	80.59631901840491
164	80.71463414634147
165	80.83151515151515
166	80.94698795180723
167	81.06107784431137
168	81.17380952380952
169	81.28520710059172
170	81.39529411764705
171	81.50409356725146
172	81.61162790697675
173	81.71791907514451
174	81.82298850574712
175	81.92685714285714
176	82.02954545454546
177	82.13107344632769
178	82.2314606741573
179	82.33072625698324
180	82.42888888888889
181	82.52596685082872
182	82.62197802197802
183	82.71693989071038
184	82.81086956521739
185	82.90378378378378
186	82.99569892473119
187	83.08663101604279
188	83.17659574468085
189	83.26560846560847
190	83.35368421052631
191	83.44083769633508
192	83.52708333333334
193	83.61243523316062
194	83.69690721649485
195	83.78051282051283
196	83.86326530612244
197	83.94517766497462
198	84.02626262626262
199	84.10653266331659
200	84.186
201	84.26467661691542
202	84.34257425742574
203	84.41970443349754
204	84.49607843137255
205	84.57170731707318
206	84.64660194174758
207	84.72077294685991
208	84.79423076923077
209	84.86698564593301
210	84.93904761904761
211	85.01042654028436
212	85.0811320754717
213	85.15117370892018
214	85.22056074766355
215	85.28930232558139
216	85.35740740740741
217	85.42488479262673
218	85.49174311926606
219	85.5579908675799
220	85.62363636363636
221	85.68868778280543
222	85.75315315315315
223	85.81704035874439
224	85.88035714285714
225	85.94311111111111
226	86.00530973451328
227	86.06696035242291
228	86.1280701754386
229	86.18864628820961
230	86.24869565217391
231	86.3082251082251
232	86.36724137931034
233	86.42575107296138
234	86.48376068376068
235	86.54127659574468
236	86.59830508474576
237	86.6548523206751
238	86.7109243697479
239	86.76652719665272
240	86.82166666666667
241	86.87634854771784
242	86.93057851239669
243	86.98436213991769
244	87.03770491803279
245	87.09061224489795
246	87.1430894308943
247	87.19514170040486
248	87.24677419354839
249	87.29799196787148
250	87.3488
251	87.39920318725099
252	87.44920634920635
253	87.498814229249
254	87.54803149606299
255	87.59686274509804
256	87.6453125
257	87.69338521400778
258	87.74108527131783
259	87.78841698841698
260	87.83538461538461
261	87.88199233716475
262	87.92824427480916
263	87.97414448669201
264	88.01969696969697
265	88.06490566037736
266	88.10977443609022
267	88.15430711610487
268	88.19850746268656
269	88.24237918215613
270	88.28592592592592
271	88.32915129151291
272	88.37205882352941
273	88.41465201465202
274	88.45693430656934
275	88.4989090909091
276	88.54057971014493
277	88.58194945848375
278	88.62302158273381
279	88.66379928315412
280	88.70428571428572
281	88.74448398576513
282	88.78439716312057
283	88.82402826855123
284	88.86338028169014
285	88.90245614035088
286	88.94125874125874
287	88.97979094076655
288	89.01805555555555
289	89.0560553633218
290	89.09379310344828
291	89.13127147766323
292	89.16849315068494
293	89.20546075085325
294	89.2421768707483
295	89.2786440677966
296	89.31486486486486
297	89.35084175084175
298	89.38657718120805
299	89.42207357859532
300	89.45733333333334
301	89.4923588039867
302	89.52715231788079
303	89.56171617161716
304	89.59605263157894
305	89.63016393442624
306	89.6640522875817
307	89.69771986970684
308	89.73116883116883
309	89.76440129449838
310	89.79741935483871
311	89.83022508038586
312	89.86282051282052
313	89.89520766773163
314	89.92738853503185
315	89.95936507936509
316	89.99113924050633
317	90.02271293375394
318	90.05408805031446
319	90.08526645768025
320	90.11625
321	90.14704049844237
322	90.17763975155279
323	90.20804953560372
324	90.23827160493828
325	90.26830769230769
326	90.29815950920245
327	90.32782874617737
328	90.35731707317073
329	90.38662613981764
330	90.41575757575758
331	90.44471299093655
332	90.47349397590361
333	90.5021021021021
334	90.53053892215569
335	90.55880597014925
336	90.58690476190476
337	90.61483679525223
338	90.64260355029586
339	90.67020648967552
340	90.69764705882353
341	90.724926686217
342	90.75204678362573
343	90.77900874635569
344	90.80581395348837
345	90.83246376811594
346	90.85895953757226
347	90.88530259365994
348	90.91149425287357
349	90.9375358166189
350	90.96342857142857
351	90.98917378917379
352	91.01477272727273
353	91.04022662889518
354	91.06553672316385
355	91.09070422535211
356	91.11573033707865
357	91.1406162464986
358	91.16536312849162
359	91.18997214484679
360	91.21444444444444
361	91.23878116343491
362	91.26298342541436
363	91.2870523415978
364	91.310989010989
365	91.33479452054794
366	91.3584699453552
367	91.38201634877385
368	91.4054347826087
369	91.42872628726288
370	91.45189189189189
371	91.47493261455526
372	91.4978494623656
373	91.52064343163539
374	91.5433155080214
375	91.56586666666666
376	91.58829787234042
377	91.6106100795756
378	91.63280423280423
379	91.65488126649076
380	91.67684210526316
381	91.698687664042
382	91.72041884816754
383	91.7420365535248
384	91.76354166666667
385	91.78493506493507
386	91.80621761658031
387	91.82739018087855
388	91.84845360824742
389	91.8694087403599
390	91.89025641025641
391	91.91099744245524
392	91.93163265306123
393	91.95216284987278
394	91.9725888324873
395	91.99291139240506
396	92.01313131313131
397	92.03324937027708
398	92.05326633165829
399	92.07318295739348
400	92.093
401	92.11271820448877
402	92.1323383084577
403	92.15186104218363
404	92.17128712871288
405	92.19061728395062
406	92.20985221674877
407	92.22899262899263
408	92.24803921568628
409	92.26699266503668
410	92.28585365853658
411	92.30462287104623
412	92.32330097087379
413	92.34188861985473
414	92.36038647342995
415	92.37879518072289
416	92.39711538461539
417	92.41534772182254
418	92.43349282296651
419	92.45155131264916
420	92.4695238095238
421	92.4874109263658
422	92.50521327014218
423	92.52293144208038
424	92.54056603773584
425	92.55811764705882
426	92.5755868544601
427	92.59297423887588
428	92.61028037383177
429	92.62750582750583
430	92.6446511627907
431	92.66171693735498
432	92.6787037037037
433	92.69561200923788
434	92.71244239631336
435	92.72919540229886
436	92.74587155963303
437	92.76247139588101
438	92.77899543378996
439	92.79544419134396
440	92.81181818181818
441	92.8281179138322
442	92.84434389140272
443	92.86049661399548
444	92.87657657657658
445	92.89258426966292
446	92.9085201793722
447	92.92438478747204
448	92.94017857142858
449	92.95590200445434
450	92.97155555555555
451	92.98713968957871
452	93.00265486725664
453	93.01810154525387
454	93.03348017621146
455	93.04879120879122
456	93.0640350877193
457	93.07921225382933
458	93.0943231441048
459	93.10936819172113
460	93.12434782608696
461	93.13926247288504
462	93.15411255411256
463	93.16889848812094
464	93.18362068965517
465	93.19827956989248
466	93.21287553648068
467	93.22740899357602
468	93.24188034188035
469	93.25628997867804
470	93.27063829787234
471	93.28492569002123
472	93.29915254237288
473	93.31331923890063
474	93.32742616033755
475	93.34147368421053
476	93.35546218487394
477	93.36939203354298
478	93.38326359832637
479	93.39707724425887
480	93.41083333333333
481	93.42453222453223
482	93.43817427385892
483	93.45175983436853
484	93.46528925619835
485	93.47876288659793
486	93.49218106995885
487	93.50554414784395
488	93.51885245901639
489	93.5321063394683
490	93.54530612244898
491	93.55845213849287
492	93.57154471544716
493	93.58458417849899
494	93.59757085020243
495	93.61050505050505
496	93.6233870967742
497	93.63621730382293
498	93.64899598393575
499	93.66172344689379
500	93.6744
501	93.6870259481038
502	93.6996015936255
503	93.71212723658051
504	93.72460317460317
505	93.7370297029703
506	93.7494071146245
507	93.76173570019724
508	93.7740157480315
509	93.78624754420433
510	93.79843137254902
511	93.8105675146771
512	93.82265625
513	93.83469785575049
514	93.84669260700389
515	93.85864077669903
516	93.87054263565892
517	93.88239845261121
518	93.8942084942085
519	93.90597302504817
520	93.9176923076923
521	93.92936660268714
522	93.94099616858237
523	93.95258126195029
524	93.96412213740459
525	93.97561904761905
526	93.987072243346
527	93.99848197343454
528	94.00984848484849
529	94.02117202268431
530	94.03245283018867
531	94.04369114877589
532	94.05488721804511
533	94.06604127579737
534	94.07715355805243
535	94.08822429906542
536	94.09925373134328
537	94.11024208566108
538	94.12118959107806
539	94.13209647495361
540	94.14296296296297
541	94.15378927911276
542	94.16457564575646
543	94.17532228360957
544	94.18602941176471
545	94.19669724770642
546	94.207326007326
547	94.21791590493602
548	94.22846715328467
549	94.23897996357013
550	94.24945454545454
551	94.25989110707803
552	94.27028985507246
553	94.28065099457504
554	94.29097472924188
555	94.30126126126126
556	94.31151079136691
557	94.32172351885099
558	94.33189964157707
559	94.34203935599284
560	94.35214285714285
561	94.36221033868092
562	94.37224199288256
563	94.38223801065719
564	94.39219858156028
565	94.40212389380531
566	94.41201413427562
567	94.42186948853616
568	94.43169014084508
569	94.4414762741652
570	94.45122807017543
571	94.46094570928196
572	94.47062937062937
573	94.4802792321117
574	94.48989547038327
575	94.49947826086957
576	94.50902777777777
577	94.51854419410745
578	94.5280276816609
579	94.53747841105354
580	94.54689655172413
581	94.55628227194492
582	94.56563573883162
583	94.57495711835334
584	94.58424657534246
585	94.59350427350428
586	94.60273037542662
587	94.61192504258943
588	94.62108843537415
589	94.630220713073
590	94.63932203389831
591	94.64839255499155
592	94.65743243243243
593	94.66644182124789
594	94.67542087542087
595	94.68436974789915
596	94.69328859060403
597	94.70217755443886
598	94.71103678929767
599	94.71986644407346
600	94.72866666666667
601	94.73743760399334
602	94.74617940199336
603	94.75489220563847
604	94.7635761589404
605	94.77223140495867
606	94.78085808580857
607	94.78945634266886
608	94.79802631578947
609	94.80656814449918
610	94.81508196721312
611	94.82356792144026
612	94.83202614379086
613	94.84045676998369
614	94.84885993485342
615	94.85723577235773
616	94.86558441558442
617	94.87390599675851
618	94.88220064724919
619	94.89046849757673
620	94.89870967741936
621	94.90692431561997
622	94.91511254019292
623	94.92327447833065
624	94.93141025641026
625	94.93952
626	94.94760383386581
627	94.95566188197768
628	94.96369426751592
629	94.97170111287758
630	94.97968253968254
631	94.98763866877971
632	94.99556962025316
633	95.00347551342811
634	95.01135646687698
635	95.0192125984252
636	95.02704402515724
637	95.03485086342229
638	95.04263322884013
639	95.05039123630672
640	95.058125
641	95.06583463338534
642	95.07352024922119
643	95.08118195956455
644	95.0888198757764
645	95.09643410852713
646	95.10402476780186
647	95.11159196290572
648	95.11913580246913
649	95.12665639445301
650	95.13415384615385
651	95.1416282642089
652	95.14907975460123
653	95.15650842266463
654	95.16391437308869
655	95.17129770992366
656	95.17865853658536
657	95.18599695585996
658	95.19331306990881
659	95.20060698027314
660	95.20787878787878
661	95.21512859304084
662	95.22235649546828
663	95.22956259426847
664	95.2367469879518
665	95.24390977443609
666	95.25105105105105
667	95.25817091454273
668	95.26526946107785
669	95.27234678624814
670	95.27940298507463
671	95.28643815201193
672	95.29345238095237
673	95.30044576523031
674	95.30741839762611
675	95.31437037037037
676	95.32130177514793
677	95.32821270310193
678	95.33510324483775
679	95.3419734904271
680	95.34882352941176
681	95.35565345080764
682	95.3624633431085
683	95.36925329428989
684	95.37602339181286
685	95.38277372262773
686	95.38950437317784
687	95.3962154294032
688	95.40290697674419
689	95.40957910014514
690	95.41623188405796
691	95.42286541244573
692	95.42947976878612
693	95.43607503607504
694	95.44265129682996
695	95.44920863309352
696	95.45574712643678
697	95.4622668579627
698	95.46876790830946
699	95.47525035765379
700	95.48171428571429
701	95.48815977175464
702	95.49458689458689
703	95.50099573257468
704	95.50738636363636
705	95.51375886524822
706	95.5201133144476
707	95.52644978783593
708	95.53276836158192
709	95.53906911142454
710	95.54535211267606
711	95.55161744022503
712	95.55786516853932
713	95.564095371669
714	95.5703081232493
715	95.57650349650349
716	95.5826815642458
717	95.58884239888424
718	95.5949860724234
719	95.60111265646732
720	95.60722222222222
721	95.61331484049931
722	95.61939058171745
723	95.62544951590594
724	95.63149171270719
725	95.63751724137931
726	95.64352617079889
727	95.64951856946355
728	95.6554945054945
729	95.66145404663924
730	95.66739726027397
731	95.67332421340629
732	95.67923497267759
733	95.68512960436563
734	95.69100817438692
735	95.69687074829932
736	95.70271739130435
737	95.70854816824966
738	95.71436314363143
739	95.72016238159675
740	95.72594594594595
741	95.73171390013495
742	95.73746630727763
743	95.74320323014805
744	95.7489247311828
745	95.75463087248322
746	95.7603217158177
747	95.76599732262383
748	95.77165775401069
749	95.77730307076102
750	95.78293333333333
751	95.78854860186418
752	95.79414893617022
753	95.79973439575033
754	95.8053050397878
755	95.81086092715232
756	95.81640211640212
757	95.821928665786
758	95.82744063324539
759	95.83293807641634
760	95.83842105263157
761	95.84388961892247
762	95.84934383202099
763	95.85478374836173
764	95.86020942408376
765	95.86562091503268
766	95.8710182767624
767	95.87640156453716
768	95.88177083333333
769	95.88712613784135
770	95.89246753246753
771	95.89779507133592
772	95.90310880829016
773	95.90840879689522
774	95.91369509043928
775	95.91896774193549
776	95.9242268041237
777	95.92947232947233
778	95.93470437017994
779	95.93992297817715
780	95.9451282051282
781	95.95032010243278
782	95.95549872122763
783	95.96066411238824
784	95.96581632653061
785	95.97095541401274
786	95.97608142493638
787	95.98119440914867
788	95.98629441624365
789	95.991381495564
790	95.99645569620253
791	96.00151706700379
792	96.00656565656566
793	96.01160151324086
794	96.01662468513854
795	96.02163522012579
796	96.02663316582914
797	96.03161856963614
798	96.03659147869674
799	96.0415519399249
800	96.0465
801	96.05143570536829
802	96.05635910224439
803	96.0612702366127
804	96.06616915422886
805	96.07105590062112
806	96.0759305210918
807	96.0807930607187
808	96.08564356435643
809	96.09048207663783
810	96.09530864197531
811	96.10012330456227
812	96.10492610837439
813	96.10971709717097
814	96.11449631449632
815	96.11926380368098
816	96.12401960784314
817	96.12876376988984
818	96.13349633251833
819	96.13821733821734
820	96.14292682926829
821	96.14762484774666
822	96.15231143552312
823	96.15698663426488
824	96.1616504854369
825	96.16630303030303
826	96.17094430992736
827	96.17557436517534
828	96.18019323671497
829	96.1848009650181
830	96.18939759036145
831	96.19398315282791
832	96.19855769230769
833	96.2031212484994
834	96.20767386091127
835	96.21221556886228
836	96.21674641148326
837	96.22126642771804
838	96.22577565632459
839	96.23027413587604
840	96.23476190476191
841	96.23923900118906
842	96.24370546318289
843	96.24816132858838
844	96.25260663507109
845	96.25704142011834
846	96.2614657210402
847	96.26587957497048
848	96.27028301886793
849	96.27467608951707
850	96.27905882352941
851	96.2834312573443
852	96.28779342723004
853	96.29214536928488
854	96.29648711943794
855	96.3008187134503
856	96.30514018691589
857	96.30945157526254
858	96.31375291375291
859	96.31804423748545
860	96.32232558139535
861	96.32659698025552
862	96.33085846867749
863	96.3351100811124
864	96.33935185185184
865	96.34358381502891
866	96.34780600461893
867	96.3520184544406
868	96.35622119815669
869	96.36041426927503
870	96.36459770114942
871	96.36877152698048
872	96.37293577981652
873	96.37709049255442
874	96.3812356979405
875	96.38537142857143
876	96.38949771689498
877	96.39361459521095
878	96.39772209567198
879	96.40182025028442
880	96.40590909090909
881	96.4099886492622
882	96.4140589569161
883	96.41812004530011
884	96.42217194570135
885	96.42621468926554
886	96.43024830699774
887	96.43427282976324
888	96.43828828828829
889	96.44229471316085
890	96.44629213483147
891	96.45028058361392
892	96.4542600896861
893	96.4582306830907
894	96.46219239373602
895	96.46614525139665
896	96.47008928571428
897	96.47402452619843
898	96.47795100222717
899	96.48186874304783
900	96.48577777777778
901	96.4896781354051
902	96.49356984478936
903	96.49745293466223
904	96.50132743362832
905	96.50519337016574
906	96.50905077262694
907	96.51289966923925
908	96.51674008810572
909	96.52057205720573
910	96.52439560439561
911	96.52821075740944
912	96.53201754385965
913	96.53581599123768
914	96.53960612691466
915	96.54338797814208
916	96.5471615720524
917	96.55092693565976
918	96.55468409586057
919	96.55843307943417
920	96.56217391304348
921	96.56590662323562
922	96.56963123644252
923	96.57334777898159
924	96.57705627705627
925	96.58075675675676
926	96.58444924406048
927	96.58813376483279
928	96.59181034482759
929	96.59547900968784
930	96.59913978494623
931	96.60279269602577
932	96.60643776824034
933	96.61007502679529
934	96.613704496788
935	96.61732620320856
936	96.62094017094017
937	96.62454642475987
938	96.62814498933902
939	96.63173588924387
940	96.63531914893618
941	96.63889479277364
942	96.64246284501061
943	96.64602332979851
944	96.64957627118645
945	96.65312169312169
946	96.65665961945032
947	96.66019007391763
948	96.66371308016878
949	96.6672286617492
950	96.67073684210526
951	96.67423764458465
952	96.67773109243697
953	96.68121720881427
954	96.68469601677148
955	96.68816753926701
956	96.69163179916318
957	96.69508881922675
958	96.69853862212943
959	96.70198123044838
960	96.70541666666666
961	96.70884495317378
962	96.71226611226611
963	96.71568016614745
964	96.71908713692946
965	96.72248704663212
966	96.72587991718426
967	96.72926577042399
968	96.73264462809918
969	96.7360165118679
970	96.73938144329897
971	96.7427394438723
972	96.74609053497943
973	96.74943473792395
974	96.75277207392197
975	96.75610256410256
976	96.7594262295082
977	96.76274309109519
978	96.76605316973415
979	96.76935648621041
980	96.77265306122449
981	96.77594291539246
982	96.77922606924643
983	96.782502543235
984	96.78577235772357
985	96.78903553299493
986	96.79229208924949
987	96.79554204660587
988	96.79878542510122
989	96.80202224469161
990	96.80525252525253
991	96.80847628657921
992	96.8116935483871
993	96.81490433031219
994	96.81810865191147
995	96.82130653266331
996	96.82449799196787
997	96.82768304914744
998	96.83086172344689
999	96.83403403403403
1000	96.8372
