E	T
398	96.08321608040201
399	96.09303258145363
400	96.1028
401	96.11251870324189
402	96.12218905472636
403	96.13181141439206
404	96.14138613861387
405	96.15091358024691
406	96.16039408866995
407	96.16982800982801
408	96.1792156862745
409	96.18855745721271
410	96.19785365853659
411	96.20710462287104
412	96.21631067961165
413	96.22547215496368
414	96.23458937198068
415	96.2436626506024
416	96.25269230769231
417	96.26167865707434
418	96.27062200956938
419	96.27952267303102
420	96.28838095238095
421	96.29719714964371
422	96.30597156398105
423	96.31470449172576
424	96.3233962264151
425	96.33204705882353
426	96.3406572769953
427	96.34922716627635
428	96.35775700934579
429	96.36624708624709
430	96.3746976744186
431	96.3831090487239
432	96.39148148148148
433	96.39981524249423
434	96.40811059907834
435	96.41636781609195
436	96.42458715596331
437	96.43276887871853
438	96.44091324200913
439	96.44902050113895
440	96.45709090909091
441	96.46512471655329
442	96.4731221719457
443	96.48108352144469
444	96.48900900900901
445	96.4968988764045
446	96.5047533632287
447	96.51257270693512
448	96.52035714285714
449	96.52810690423162
450	96.53582222222222
451	96.54350332594235
452	96.55115044247788
453	96.55876379690949
454	96.5663436123348
455	96.57389010989012
456	96.58140350877193
457	96.5888840262582
458	96.59633187772926
459	96.60374727668845
460	96.61113043478261
461	96.61848156182212
462	96.62580086580087
463	96.63308855291577
464	96.6403448275862
465	96.64756989247311
466	96.65476394849786
467	96.66192719486081
468	96.66905982905983
469	96.67616204690832
470	96.6832340425532
471	96.69027600849257
472	96.69728813559323
473	96.70427061310782
474	96.71122362869198
475	96.71814736842106
476	96.72504201680673
477	96.73190775681341
478	96.73874476987447
479	96.74555323590815
480	96.75233333333334
481	96.75908523908524
482	96.7658091286307
483	96.77250517598344
484	96.779173553719
485	96.7858144329897
486	96.7924279835391
487	96.79901437371663
488	96.8055737704918
489	96.8121063394683
490	96.81861224489796
491	96.8250916496945
492	96.83154471544715
493	96.83797160243408
494	96.84437246963563
495	96.85074747474748
496	96.85709677419355
497	96.86342052313883
498	96.869718875502
499	96.87599198396794
500	96.88224
501	96.8884630738523
502	96.89466135458167
503	96.90083499005964
504	96.90698412698413
505	96.91310891089108
506	96.91920948616601
507	96.92528599605522
508	96.93133858267717
509	96.9373673870334
510	96.94337254901961
511	96.9493542074364
512	96.9553125
513	96.96124756335283
514	96.96715953307393
515	96.97304854368932
516	96.97891472868217
517	96.9847582205029
518	96.99057915057915
519	96.99637764932562
520	97.00215384615385
521	97.00790786948177
522	97.01363984674329
523	97.0193499043977
524	97.02503816793893
525	97.03070476190476
526	97.03634980988593
527	97.04197343453511
528	97.04757575757576
529	97.05315689981096
530	97.05871698113208
531	97.0642561205273
532	97.06977443609023
533	97.07527204502814
534	97.08074906367041
535	97.08620560747663
536	97.09164179104478
537	97.09705772811918
538	97.10245353159851
539	97.1078293135436
540	97.11318518518519
541	97.11852125693161
542	97.12383763837639
543	97.12913443830571
544	97.13441176470589
545	97.13966972477064
546	97.14490842490842
547	97.15012797074954
548	97.15532846715328
549	97.16051001821494
550	97.16567272727272
551	97.1708166969147
552	97.1759420289855
553	97.18104882459313
554	97.18613718411552
555	97.19120720720721
556	97.19625899280575
557	97.20129263913825
558	97.2063082437276
559	97.21130590339892
560	97.21628571428572
561	97.221247771836
562	97.2261921708185
563	97.2311190053286
564	97.23602836879432
565	97.2409203539823
566	97.24579505300353
567	97.25065255731923
568	97.25549295774648
569	97.26031634446397
570	97.26512280701755
571	97.26991243432575
572	97.27468531468531
573	97.27944153577661
574	97.284181184669
575	97.28890434782609
576	97.2936111111111
577	97.29830155979202
578	97.30297577854671
579	97.30763385146805
580	97.31227586206897
581	97.31690189328744
582	97.32151202749141
583	97.3261063464837
584	97.33068493150685
585	97.33524786324786
586	97.339795221843
587	97.34432708688246
588	97.34884353741496
589	97.35334465195247
590	97.35783050847458
591	97.36230118443316
592	97.36675675675676
593	97.37119730185498
594	97.3756228956229
595	97.38003361344538
596	97.38442953020134
597	97.38881072026801
598	97.39317725752508
599	97.39752921535893
600	97.40186666666666
601	97.40618968386023
602	97.41049833887043
603	97.41479270315091
604	97.41907284768212
605	97.42333884297521
606	97.42759075907591
607	97.43182866556837
608	97.43605263157895
609	97.44026272577997
610	97.44445901639344
611	97.44864157119476
612	97.45281045751634
613	97.45696574225123
614	97.46110749185668
615	97.46523577235773
616	97.46935064935064
617	97.47345218800648
618	97.47754045307444
619	97.4816155088853
620	97.48567741935484
621	97.48972624798712
622	97.49376205787782
623	97.4977849117175
624	97.50179487179487
625	97.505792
626	97.50977635782748
627	97.51374800637959
628	97.51770700636942
629	97.521653418124
630	97.52558730158731
631	97.52950871632329
632	97.53341772151899
633	97.53731437598736
634	97.54119873817035
635	97.54507086614173
636	97.54893081761006
637	97.5527786499215
638	97.5566144200627
639	97.56043818466354
640	97.56425
641	97.56804992199687
642	97.57183800623054
643	97.57561430793157
644	97.57937888198758
645	97.58313178294574
646	97.58687306501548
647	97.5906027820711
648	97.59432098765433
649	97.59802773497688
650	97.60172307692308
651	97.60540706605222
652	97.60907975460123
653	97.61274119448699
654	97.61639143730886
655	97.62003053435114
656	97.62365853658537
657	97.62727549467276
658	97.63088145896657
659	97.63447647951442
660	97.6380606060606
661	97.64163388804842
662	97.64519637462236
663	97.64874811463046
664	97.65228915662651
665	97.65581954887217
666	97.65933933933934
667	97.66284857571215
668	97.66634730538922
669	97.6698355754858
670	97.67331343283583
671	97.67678092399404
672	97.6802380952381
673	97.68368499257058
674	97.68712166172106
675	97.69054814814815
676	97.69396449704142
677	97.69737075332348
678	97.70076696165192
679	97.70415316642121
680	97.70752941176471
681	97.71089574155654
682	97.7142521994135
683	97.71759882869692
684	97.72093567251461
685	97.72426277372263
686	97.72758017492711
687	97.73088791848618
688	97.73418604651162
689	97.73747460087083
690	97.74075362318841
691	97.74402315484805
692	97.74728323699422
693	97.75053391053392
694	97.75377521613832
695	97.75700719424461
696	97.76022988505747
697	97.76344332855093
698	97.76664756446992
699	97.7698426323319
700	97.77302857142857
701	97.7762054208274
702	97.77937321937321
703	97.7825320056899
704	97.78568181818181
705	97.78882269503546
706	97.79195467422096
707	97.79507779349363
708	97.79819209039547
709	97.8012976022567
710	97.80439436619719
711	97.807482419128
712	97.81056179775281
713	97.81363253856942
714	97.81669467787115
715	97.81974825174825
716	97.82279329608939
717	97.82582984658299
718	97.82885793871866
719	97.8318776077886
720	97.83488888888888
721	97.83789181692094
722	97.8408864265928
723	97.84387275242047
724	97.84685082872929
725	97.84982068965517
726	97.852782369146
727	97.85573590096286
728	97.85868131868132
729	97.86161865569272
730	97.86454794520547
731	97.86746922024624
732	97.8703825136612
733	97.87328785811732
734	97.87618528610355
735	97.87907482993197
736	97.88195652173913
737	97.8848303934871
738	97.88769647696476
739	97.8905548037889
740	97.8934054054054
741	97.89624831309042
742	97.89908355795149
743	97.90191117092867
744	97.9047311827957
745	97.90754362416108
746	97.91034852546917
747	97.91314591700134
748	97.91593582887701
749	97.91871829105474
750	97.92149333333333
751	97.92426098535286
752	97.92702127659574
753	97.92977423638779
754	97.9325198938992
755	97.9352582781457
756	97.93798941798941
757	97.94071334214003
758	97.94343007915568
759	97.94613965744401
760	97.94884210526315
761	97.95153745072274
762	97.95422572178478
763	97.95690694626474
764	97.95958115183247
765	97.96224836601307
766	97.96490861618798
767	97.96756192959583
768	97.97020833333333
769	97.9728478543563
770	97.97548051948051
771	97.97810635538262
772	97.98072538860103
773	97.98333764553686
774	97.98594315245478
775	97.98854193548387
776	97.99113402061856
777	97.99371943371943
778	97.99629820051413
779	97.99887034659821
780	98.0014358974359
781	98.00399487836107
782	98.006547314578
783	98.0090932311622
784	98.01163265306123
785	98.01416560509554
786	98.01669211195929
787	98.0192121982211
788	98.02172588832487
789	98.02423320659062
790	98.02673417721519
791	98.02922882427308
792	98.03171717171718
793	98.03419924337958
794	98.0366750629723
795	98.03914465408805
796	98.041608040201
797	98.04406524466751
798	98.04651629072681
799	98.04896120150188
800	98.0514
801	98.0538327091136
802	98.05625935162095
803	98.0586799501868
804	98.06109452736318
805	98.06350310559006
806	98.06590570719602
807	98.06830235439901
808	98.07069306930693
809	98.07307787391842
810	98.07545679012345
811	98.07782983970407
812	98.08019704433498
813	98.08255842558425
814	98.08491400491401
815	98.08726380368098
816	98.08960784313726
817	98.09194614443085
818	98.09427872860635
819	98.09660561660561
820	98.0989268292683
821	98.10124238733252
822	98.10355231143552
823	98.10585662211422
824	98.10815533980582
825	98.11044848484849
826	98.11273607748184
827	98.11501813784764
828	98.11729468599034
829	98.11956574185766
830	98.1218313253012
831	98.12409145607701
832	98.12634615384616
833	98.12859543817527
834	98.13083932853716
835	98.13307784431137
836	98.13531100478468
837	98.13753882915174
838	98.13976133651552
839	98.14197854588797
840	98.14419047619047
841	98.14639714625446
842	98.14859857482185
843	98.15079478054567
844	98.15298578199052
845	98.15517159763314
846	98.15735224586288
847	98.15952774498228
848	98.16169811320755
849	98.16386336866903
850	98.16602352941176
851	98.16817861339601
852	98.17032863849765
853	98.17247362250879
854	98.17461358313817
855	98.1767485380117
856	98.1788785046729
857	98.18100350058343
858	98.18312354312354
859	98.18523864959255
860	98.1873488372093
861	98.18945412311265
862	98.19155452436195
863	98.19365005793743
864	98.19574074074075
865	98.19782658959538
866	98.1999076212471
867	98.20198385236448
868	98.20405529953916
869	98.20612197928654
870	98.20818390804598
871	98.2102411021814
872	98.21229357798165
873	98.21434135166093
874	98.21638443935927
875	98.21842285714285
876	98.22045662100457
877	98.22248574686431
878	98.22451025056948
879	98.22653014789533
880	98.22854545454545
881	98.2305561861521
882	98.23256235827664
883	98.23456398640997
884	98.23656108597285
885	98.23855367231639
886	98.24054176072235
887	98.24252536640361
888	98.2445045045045
889	98.24647919010124
890	98.24844943820224
891	98.2504152637486
892	98.25237668161435
893	98.25433370660694
894	98.25628635346756
895	98.2582346368715
896	98.26017857142857
897	98.26211817168338
898	98.26405345211582
899	98.26598442714126
900	98.2679111111111
901	98.26983351831298
902	98.27175166297117
903	98.27366555924695
904	98.27557522123894
905	98.27748066298342
906	98.27938189845474
907	98.2812789415656
908	98.2831718061674
909	98.2850605060506
910	98.28694505494505
911	98.28882546652031
912	98.29070175438596
913	98.292573932092
914	98.2944420131291
915	98.29630601092896
916	98.29816593886463
917	98.30002181025081
918	98.30187363834423
919	98.30372143634385
920	98.3055652173913
921	98.30740499457112
922	98.30924078091107
923	98.31107258938245
924	98.31290043290043
925	98.31472432432433
926	98.31654427645789
927	98.31836030204963
928	98.3201724137931
929	98.32198062432724
930	98.32378494623656
931	98.32558539205155
932	98.32738197424892
933	98.32917470525187
934	98.33096359743041
935	98.3327486631016
936	98.33452991452991
937	98.33630736392743
938	98.33808102345415
939	98.33985090521831
940	98.34161702127659
941	98.34337938363443
942	98.34513800424628
943	98.34689289501591
944	98.34864406779661
945	98.35039153439153
946	98.3521353065539
947	98.35387539598733
948	98.35561181434599
949	98.35734457323498
950	98.35907368421053
951	98.36079915878022
952	98.36252100840336
953	98.36423924449107
954	98.36595387840671
955	98.36766492146597
956	98.36937238493724
957	98.37107628004179
958	98.37277661795407
959	98.37447340980188
960	98.37616666666666
961	98.37785639958376
962	98.37954261954262
963	98.38122533748702
964	98.38290456431535
965	98.38458031088084
966	98.38625258799172
967	98.38792140641158
968	98.3895867768595
969	98.39124871001032
970	98.39290721649485
971	98.3945623069001
972	98.39621399176954
973	98.3978622816033
974	98.39950718685832
975	98.40114871794871
976	98.4027868852459
977	98.40442169907881
978	98.40605316973415
979	98.40768130745658
980	98.40930612244898
981	98.41092762487258
982	98.41254582484726
983	98.41416073245168
984	98.41577235772358
985	98.4173807106599
986	98.41898580121703
987	98.42058763931104
988	98.42218623481781
989	98.42378159757331
990	98.42537373737373
991	98.42696266397579
992	98.42854838709677
993	98.43013091641491
994	98.43171026156942
995	98.4332864321608
996	98.434859437751
997	98.43642928786359
998	98.43799599198397
999	98.43955955955956
1000	98.44112
