E	V
667	-8.380196097281443
668	-8.95463759529263
669	-8.259878053314328
670	-9.055969349108945
671	-8.764218330839945
672	-9.112565791296209
673	-8.580196097281442
674	-8.486447127433996
675	-8.17171431429143
676	-8.633809621030942
677	-8.683484861008832
678	-8.67934443842663
679	-9.0
680	-8.820204102886729
681	-8.6
682	-8.295012437887912
683	-8.928220211291865
684	-9.286447127433997
685	-8.97171431429143
686	-9.105572809000083
687	-8.483484861008833
688	-9.225403330758517
689	-8.47530492340404
690	-8.45166852264521
691	-8.735088935932648
692	-8.799999999999999
693	-8.068217893672365
694	-8.580196097281442
695	-8.4
696	-9.0
697	-8.904554884989668
698	-8.431142245955048
699	-8.820204102886729
700	-9.561483519286549
701	-8.381966011250105
702	-8.03114224595505
703	-8.693774225170145
704	-8.215476742133488
705	-9.4
706	-8.816784043380077
707	-8.829179606750063
708	-8.512565791296208
709	-8.855969349108946
710	-8.243534003374947
711	-8.6
712	-8.816784043380077
713	-8.725227291513248
714	-8.105572809000083
715	-8.4
716	-8.799999999999999
717	-8.551000400320321
718	-8.722967038573099
719	-9.45166852264521
720	-8.663770850426278
721	-8.512565791296208
722	-8.282255312124217
723	-8.904554884989668
724	-9.105572809000083
725	-8.764218330839945
726	-8.95100040032032
727	-8.820204102886729
728	-9.4
729	-8.695012437887911
730	-8.215476742133488
731	-8.829179606750063
732	-8.683484861008832
733	-7.6793444384266305
734	-9.225403330758517
735	-9.518975032409335
736	-8.93667504192892
737	-8.200000000000001
738	-9.069337613708193
739	-8.764218330839945
740	-7.735088935932648
741	-9.105572809000083
742	-8.486447127433996
743	-8.799999999999999
744	-8.799999999999999
745	-8.87934443842663
746	-8.156091108541423
747	-9.059687576256714
748	-9.225403330758517
749	-8.829179606750063
750	-8.215476742133488
751	-8.87934443842663
752	-8.695012437887911
753	-8.918975032409334
754	-8.633809621030942
755	-8.904554884989668
756	-8.722967038573099
757	-8.29584054212077
758	-8.200000000000001
759	-8.286447127433997
760	-8.037950064818668
761	-9.269337613708192
762	-7.565064842710253
763	-8.87934443842663
764	-8.269337613708192
765	-9.286447127433997
766	-8.57804555427071
767	-8.829179606750063
768	-9.200000000000001
769	-8.95100040032032
770	-8.518975032409335
771	-8.328220211291864
772	-8.286447127433997
773	-8.799999999999999
774	-8.6
775	-8.454316770519904
776	-9.220204102886727
777	-8.928220211291865
778	-8.561483519286549
779	-8.663770850426278
780	-8.17171431429143
781	-8.200000000000001
782	-7.572894254867991
783	-8.473350083857841
784	-8.695012437887911
785	-8.512565791296208
786	-8.122967038573098
