E	V
584	-10.853482299826856
585	-11.09837493982026
586	-10.886876171665186
587	-10.6770329614269
588	-10.885920709430827
589	-10.788456831135447
590	-10.869608629055994
591	-11.014822162499508
592	-10.80905365064094
593	-11.00217186218029
594	-10.90292734080853
595	-10.9894194924156
596	-10.620925529349732
597	-10.835971014057874
598	-11.063839852790831
599	-10.614884608556316
600	-11.078595626199222
601	-11.184091499847948
602	-11.064551712764365
603	-10.60226173799116
604	-11.103735133122349
605	-10.953560378567401
606	-10.928038460945816
607	-10.696926015157022
608	-10.860467187726929
609	-10.66742945599257
610	-10.982675376054894
611	-10.793459662602928
612	-10.817425415005765
613	-10.686278049120022
614	-11.141878372825387
615	-10.83427106217473
616	-10.652169340384997
617	-10.9935603785674
618	-10.936381051770468
619	-11.049038105676658
620	-11.147928010491983
621	-11.0186229834061
622	-11.13012096184203
623	-11.04584049039278
624	-10.997152243248387
625	-11.140085466963846
626	-10.979391143171027
627	-10.939724735885168
628	-10.945155591614627
629	-11.215294643796591
630	-10.500093453862792
631	-10.713097410208334
632	-10.90292734080853
633	-10.818033988749894
634	-10.817435298473587
635	-10.835993311018084
636	-10.507933821516731
637	-11.017283962457391
638	-10.96042009391643
639	-11.049325216137595
640	-10.804949391675628
641	-11.0651078385768
642	-10.878359552841443
643	-11.14253963992756
644	-10.936555253488589
645	-10.83427106217473
646	-10.73440804327886
647	-10.80905365064094
648	-11.024042832852285
649	-11.006423195997112
650	-10.80568582773968
651	-10.666915395184434
652	-10.998317331250389
653	-11.080393639782567
654	-10.912435565298214
655	-11.05100832599942
656	-10.657111372997132
657	-10.860081298126266
658	-11.307572427945493
659	-10.992455820394245
660	-11.020442391278742
661	-10.911771301132863
662	-10.84397530837316
663	-11.023162499415603
664	-10.888134782255802
665	-10.817425415005765
666	-11.0
667	-11.19914700480589
668	-11.080393639782567
669	-10.739137610467369
670	-11.026942766958465
671	-10.979391143171027
672	-11.087417989373462
673	-10.884232833249076
674	-10.945877435603006
675	-11.206567830731498
676	-11.025826421126741
677	-10.998317331250387
678	-10.928038460945816
679	-10.801856881412133
680	-10.652169340384997
681	-10.886876171665186
682	-10.852759817284456
683	-10.88072703246536
684	-10.87709336753537
685	-10.580825375575762
686	-10.9038918869559
687	-10.895445115010332
688	-11.251765745166919
689	-10.748912529307606
690	-11.08062484748657
691	-10.944229707446997
692	-10.870635422135047
693	-10.944229707446997
694	-11.085920709430827
695	-11.001310771261762
696	-11.148646790501662
697	-11.03225201983879
698	-10.484788534966437
699	-10.881514282934544
700	-10.847382177525455
701	-11.149038105676658
702	-10.948912529307606
703	-11.093045011343868
704	-10.752065257073664
705	-11.165385397122932
706	-11.025028957205205
707	-10.836348911004272
708	-10.712960723061483
709	-10.767834283496166
710	-11.250912368089075
711	-10.993420590378529
712	-11.163993865016243
713	-10.909960316835416
714	-10.993855745214974
715	-11.049325216137595
716	-10.95966096824469
717	-10.895777757300241
718	-10.91190908755476
719	-10.60237825899246
720	-10.781499063670047
721	-10.860088492110242
722	-10.85120470923021
723	-11.001706133783541
724	-10.847382177525455
725	-11.179516034587692
726	-10.766915395184434
727	-10.969798370703883
728	-11.205784261478634
729	-10.827497252743935
730	-10.950129303138231
731	-11.21651401775102
732	-10.907652428720835
733	-10.918729518204765
734	-10.904159457879228
735	-10.840494928240613
736	-11.107028932014238
737	-10.93494635069603
738	-11.111194059390343
739	-11.0379982578384
740	-10.741787791474549
741	-11.138499061326291
742	-11.293985530462473
743	-10.977901450035503
744	-10.748404074578469
745	-10.936931687685297
746	-10.835122215583713
747	-10.690343079557067
748	-10.826942766958464
749	-10.853256259467079
750	-10.835122215583713
751	-10.731408189546457
752	-11.117139610385417
753	-10.765865488258573
754	-10.971408189546455
755	-11.050296572900217
756	-10.836254770982437
757	-11.096543385760176
758	-10.877802915780867
759	-11.104955196413133
760	-11.001706133783541
761	-10.767834283496166
762	-10.982134804534018
763	-11.00131077126176
764	-10.92065556157337
765	-11.379206099095775
766	-10.826929515152264
767	-10.684669254289563
768	-10.827497252743935
769	-10.951153277756587
770	-10.74044239127874
771	-10.582936948203555
